,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Falkland Islands,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominica,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Other Countries Not Elsewhere Classified: North Korea,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Suriname,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Jamaica,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Uruguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Panama,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Paraguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Peru,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: El Salvador,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guatemala,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Mexico,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Nicaragua,AO: Imports: cif,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Costa Rica,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Ecuador,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: European Union,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Advanced Economies: Slovak Republic,AO: Imports: cif: Advanced Economies: Iceland,AO: Imports: cif: Other Countries Not Elsewhere Classified: Cuba,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,"AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Grenada,AO: (DC)Imports: cif: APEC,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Developing Countries: (Old)Western Hemisphere,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Greenland,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Special Categories,AO: (DC)Imports: cif: Oil Exporting Countries,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Countries or Area Not Specified,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guyana,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: Imports: cif: Advanced Economies: San Marino,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Curacao,AO: Imports: cif: Euro Area,AO: Imports: cif: Advanced Economies: Vatican,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Montserrat,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Honduras,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Haiti,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Western Hemisphere Not Specified
11/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1984,,,,,1.694,44.54214836,284.90202849,244.244,,,,,,,,,,,,,,,,,,288.78614836,5.5,35.75,14.85,14.85,1.43,,2.09,1.87,,,,3.41,0.22,8.25,,,,6.127,40.26,14.74,191.75475,,,,,,,,,,,,55.737,153.934,,49.8221,7.315,49.7613,,6.16,238.964,,0.0608486,,,16.819,,,,,47.069,0.286,,,,22.88,0.33,,,,,,1.54,1.32,,160.094,,0.033,3.88411987,,,,,
01/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,7.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,6.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1985,,,,,2.684,39.87410198,279.30139567,219.131,,,,,,,,,0.11,,,,,,,,,282.58552698,11.33,26.07,13.42,11.44,1.54,,3.63,0.44,,,,2.09,0.55,10.23,,,,1.54,44.55,13.75,158.28171692,,,,,,,,,,,,63.877,124.3,7.86014167,45.8141,7.073,45.8011,,4.4,213.191,,0.0129834,,,12.661,,,23.580425,0.055,39.578,0.286,0.033,,,19.25,0.418,,,,,,,1.87,,128.7,,,3.28413131,,,,,
04/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,14.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,14.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1985,,,,,0.484,71.63635894,329.90399964,237.9696,,,,0.0022,,,,,,,,,,,,,,333.18638394,11.33,33.88,16.06,14.96,0.77,,1.87,0.99,,0.319,0.264,8.8,0.55,7.04,,,,2.838,51.48,8.25,171.36127872,,,,,,,,,,,,62.458,137.502,7.86014167,74.5008,24.266,74.4895,,7.04,235.105,,0.0112364,,,10.758,,,23.580425,,38.709,0.99,,,,20.79,0.231,,,,,,,,,144.5422,,0.044,3.2823843,,,,,
07/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,13.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,23.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1985,,,,,2.09,76.26675334,387.94370058,291.3779,,,,0.0022,,,,,,,,,,,,,,391.22507834,6.93,47.52,24.09,17.49,0.66,,5.94,1.87,,,0.088,2.53,0.66,20.9,,,,2.189,37.18,25.19,222.04675542,,,,,,,,,,,,71.5,175.441,7.86014167,87.2415,21.67,87.2312,,8.91,280.403,,0.0102299,,,17.875,,,23.580425,,42.614,0.352,,,,24.75,0.473,,,,,,2.09,2.86,,184.3512,,,3.28137777,,,,,
10/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,11.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,14.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1985,,,,,6.039,82.59128869,415.43186595,312.5452,,,,0.0022,,,,,,,,,,,,,,418.71691369,16.28,44.33,24.97,42.13,1.43,,3.08,1.76,,0.088,,3.08,1.43,13.09,,,,2.112,17.38,14.63,276.41119373,,,,,,,,,,,,44.121,228.318,7.86014167,89.1803,22.891,89.1664,,8.03,305.956,,0.0138998,,,38.841,,,23.580425,,50.512,0.495,0.011,,,25.52,1.364,,,,,,1.76,1.1,,236.3482,,0.231,3.28504774,,,,,
01/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,14.6625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,15.1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1986,,,,,3.96,58.18849618,269.92531285,194.7099,,,,,,,,,,,,,,,,,,270.77257118,8.69,23.65,15.07,13.86,1.1,,2.09,1.65,,0.198,0.011,1.65,0.22,8.58,,,,1.408,17.49,15.18,163.15998401,,,,,,,,,,,,34.001,117.612,5.95805833,63.1924,8.17254,62.9472,,18.7,189.706,,0.245173,,,8.536,,,17.874175,0.066,27.159,0.352,0.011,,,27.61,0.165,,,,,,2.97,,,136.312,,,0.84725832,,,,,
04/1986,,,,,,,,,,,,,,,,,,2.7203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,7.51584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1986,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,11.4505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1986,,,,,0.044,43.84858918,242.41894894,181.5055,,,,0.0022,,,,,,1.1275,,,,,,,,243.22826418,4.73,50.49,10.45,17.05,0.44,,1.98,2.86,,0.022,,0.33,0.66,3.52,,,,1.738,33.55,7.48,138.82135495,,,,,,,,,,,,42.724,116.624,5.95805833,49.2089,13.678,49.0017,,6.82,176.145,,0.20723,,,8.481,,,17.874175,0.055,21.692,0.022,,,,7.92,0.693,,,,,,,0.11,,123.4442,,,0.80931524,,,,,
07/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,10.3835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,17.6985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1986,,,,,1.738,40.2846819,246.26565835,188.9008,,,,,,,,,,,,,,,,,,247.0596569,16.94,40.48,10.45,11.99,0.44,,8.03,2.42,,,0.671,1.21,0.11,6.93,,,,1.254,21.23,9.68,148.96232911,,,,,,,,,,,,40.854,117.755,5.95805833,50.8975,1.25354,50.7056,,2.42,178.288,,0.191913,,,16.973,,,17.874175,,26.4,0.121,0.011,,,10.23,0.363,,,,,,0.11,,,120.175,,0.385,0.79399855,,,,,
10/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,14.6845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,2.79354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1986,,,,,2.486,34.07359483,295.84494959,244.6334,,,,0.0044,,,,,,,,,,,,,,296.58116983,4.4,35.09,11.77,32.56,0.44,,31.13,0.88,,0.033,,11.55,0.11,1.43,,,,1.133,19.14,17.05,182.81012017,,,,,,,,,,,,55.176,137.46,5.95805833,66.0836,4.20154,65.9495,,19.14,212.623,,0.134135,,,15.411,,,17.874175,,25.817,0.385,,,,15.95,1.21,,,,,,,,,156.6004,,,0.73622023,,,,,
01/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,11.4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,13.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1987,,,,,11.638,58.2648794,242.0975778,180.752,,,,,,,,,0.264,,,,,,,,,242.8308544,2.31,31.9,8.14,8.36,0.11,,4.51,0.33,,1.012,1.573,0.77,0.33,6.82,,,,1.65,37.62,11.33,131.53289492,,,,,,,,,,,,61.215,99.792,1.271325,63.3249,13.8627,63.0818,,14.74,175.692,,0.243093,,,12.573,,,3.813975,,18.931,0.143,0.011,,,17.05,0.319,,,,,,2.42,0.22,,114.532,,,0.7332766,,,,,
04/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,14.9464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,19.3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1987,,,,,0.407,67.85769947,291.58039765,220.6732,,,,0.0022,,,,,,,,,,,,,,292.34487447,4.84,34.87,8.03,28.82,0.22,,5.61,0.44,,0.011,,24.09,1.65,4.4,,,,1.342,23.32,17.49,162.26576835,,,,,,,,,,,,35.937,127.745,1.271325,74.0177,23.3436,73.7434,,9.24,214.513,,0.274293,,,14.399,,,3.813975,,22.99,0.143,,,,18.26,0.396,,,,,,0.33,0.11,,136.9852,,,0.76447683,,,,,
07/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,25.7675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,24.3132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1987,,,,,1.309,86.70345275,284.09032882,194.3458,,,,0.0022,,,,,,,,,,,,,,284.86322775,4.62,33.55,15.18,12.43,0.33,,1.21,0.88,,1.265,0.022,1.98,0.44,4.4,,,,2.816,21.12,15.07,162.22030795,,,,,,,,,,,,29.722,131.87,1.271325,91.0991,25.7808,90.8163,,5.94,189.95,,0.282715,,,20.691,,,3.813975,,31.042,0.858,,,,16.5,1.551,,,,,,,0.22,,137.8102,,0.143,0.77289894,,,,,
10/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,22.1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,19.9225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1987,,,,,19.514,109.61743431,383.91795854,271.2853,,,,,,,,,,,,,,,,,,384.71670931,10.89,33.77,21.45,22.77,0.44,,0.55,2.64,,0.033,0.605,3.96,0.77,9.35,,,,4.532,21.78,9.02,232.47542877,,,,,,,,,,,,56.265,186.428,1.271325,114.483,23.0808,114.174,,18.7,266.42,,0.308567,,,21.67,,,3.813975,,44.055,1.705,0.176,,,39.93,0.759,,,,,,12.32,1.43,,205.128,,0.055,0.79875078,,,,,
01/1988,,,,,,,,,,,,,,,,,,,,,,,,0.26924629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40983333,,13.9008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/1988,,,,,,,,,,,,,,,,,,,,,,,,0.28179993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40983333,,13.4315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1988,,,,,1.49494311,62.49239253,294.0368957,229.4370224,,,,0.02155648,,,,,,,,,,,,0.29526855,,296.15891493,5.06,36.74,16.83,8.91,0.33,,5.06,0.95976591,,0.231,,2.2,2.31,13.42,,,,1.199,29.26,14.41,178.61755648,,,,,,,,,,,,53.351,140.129,1.40983333,68.5529,15.8961,67.3228,,14.52,223.377,,1.23003,,,11.605,,,4.2295,,31.845,0.066,,,,33.55,0.869,,,,,,,,,154.64855648,,,2.12201923,,,,,
04/1988,,,,,,,,,,,,,,,,,,,,,,,,0.28052802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40983333,,17.8995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1988,,,,,,,,,,,,,,,,,,,,,,,,0.30126917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40983333,,18.8061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1988,,,,,5.33652472,73.36215223,343.69112549,268.22149249,,,,,,,,,0.55,,,,,,,0.28226583,,345.81314472,6.93,39.38,19.47,19.14,0.11,,10.45,2.86,,0.07999249,,2.53,0.11,7.92,,,,2.64,28.49,15.18,217.56099249,,,,,,,,,,,,56.7676,175.937,1.40983333,86.6777,20.0772,85.4476,,12.65,254.906,,1.23003,,,20.152,,,4.2295,,43.318,1.177,0.187,,,33.11,1.232,,,,,,0.22,,,188.58699249,,1.1,2.12201923,,,,,
07/1988,,,,,,,,,,,,,,,,,,,,,,,,0.26492995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40983333,,19.3742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/1988,,,,,,,,,,,,,,,,,,,,,,,,0.29168833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40983333,,22.4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1988,,,,,7.38047735,84.50395885,321.07831289,234.46687328,,,,,,,,,0.385,,,,,,,0.23647867,,323.20033212,3.19,37.07,17.6,22.11,1.32,,11.88,1.54,0.00007591,0.01287328,,3.41,1.1,5.06,,,,1.023,24.2,8.58,187.34287328,,,,,,,,,,,,52.4155,168.94,1.40983333,98.694,20.9837,97.4639,,4.29,220.277,,1.23003,,,18.227,,,4.2295,0.044,50.05,0.396,0.077,,,22.11,0.407,,,,,,0.66,0.77,,173.22987328,,,2.12201923,,,,,
10/1988,,,,,,,,,,,,,,,,,,,,,,,,0.24319962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40983333,,17.0158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1988,,,,,,,,,,,,,,,,,,,,,,,,0.27466302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40983333,,19.0795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1988,,,,,19.98930687,85.39781738,429.02844411,341.52314595,,,,,,,,,,,,,,,,0.27096261,,431.15046333,18.37,48.95,20.35,19.58,0.33,,16.61,2.64,0.00014623,3.52747064,0.06467532,2.86,,26.18,,,,3.674,29.15,13.31,264.22614595,,,,,,,,,,,,96.271,220.622,1.40983333,105.528,19.2176,104.298,,6.6,321.393,,1.23003,,,18.403,,,4.2295,,81.752,0.605,0.033,,,27.06,0.594,,,,,,1.87,0.88,,227.22214595,,,2.12201923,,,,,
01/1989,,,,,,,,,,,,,,,,,,,,,,,,0.06849371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63038333,,12.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/1989,,,,,,,,,,,,,,,,,,,,,,,,0.06698345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63038333,,9.04577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1989,,,,,2.7693975,47.91247605,306.98147675,255.2229902,,,,,,,,,,,,,,,,0.07640502,,308.02661625,8.36,37.62,17.6,16.17,,,2.31,1.76,0.69365535,0.00171291,,2.42,0.99,5.28,,,,2.2,24.7247,13.97,217.69171291,,,,,,,,,,,,37.4429,181.205,1.63038333,52.0621,14.8342,52.0585,,10.78,251.073,,0.0035247,,,17.787,,,4.89115,,57.761,0.715,,,,33.55,1.133,,,,,,0.33,0.0795773,,191.98471291,,0.011,1.0451395,,,,,
04/1989,,,,,,,,,,,,,,,,,,0.077,,,,,,0.07647196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63038333,,15.1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1989,,,,,,,,,,,,,,,,,,0.0484,,,,,,0.07935693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63038333,,15.0313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1989,,,,,13.03716316,69.10769089,342.5471877,269.59348631,,,,0.15851008,,,,,0.022,0.1496,,,,,,0.0827231,,343.5923272,7.39728735,47.96,24.09,17.27,0.22,,4.07,2.09,0.9004979,1.86850984,0.00087363,1.1,0.55,3.85,,,,2.365,23.0615,7.26,234.54999473,,,,,,,,,,,,46.4506,208.795,1.63038333,75.7865,14.3299,75.783,,6.6,262.915,,0.0035247,,,20.856,,,4.89115,,69.454,3.927,0.011,,,22.99,1.925,,,,,,0.06501706,0.46490541,,215.39489356,,,1.0451395,,,,,
07/1989,,,,,,,,,,,,,,,,,,0.0374,,,,,,0.07248862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63038333,,17.1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/1989,,,,,,,,,,,,,,,,,,,,,,,,0.0752591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63038333,,14.4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1989,,,,,13.03781389,67.67489868,352.17147405,280.65056488,,,,0.00220726,,,,0.0781,,0.1815,,,,,,0.069823,,353.21661355,4.83618449,42.79,30.47,10.12761069,0.77,,3.868887,1.87,1.10646765,0.16062414,0.20805704,2.75,2.60536191,4.29,,,,0.847,22.6424,8.8,242.43016235,,,,,,,,,,,,48.076,213.319,1.63038333,74.0634,13.965,73.9818,,12.85152952,274.262,,0.0816247,,,15.246,,,4.89115,,95.97661121,0.51764843,,,,17.05,1.31240208,,,,,,,0.64204427,,226.17028831,,0.00838851,1.0451395,,,,,
10/1989,,,,,,,,,,,,,,,,,,0.1166,,,,,,0.07705341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63038333,,12.9604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1989,,,,,,,,,,,,,,,,,,,,,,,,0.07442394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63038333,,13.0787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1989,,,,,6.48601796,59.53958515,462.70311305,399.3175174,,,,0.01770912,,,,,0.2897428,,,,,,,0.07591778,,463.74825255,2.57533284,62.34019501,24.54481984,39.27192582,1.10913202,,1.2431474,3.51828133,0.07346933,6.20777103,0.0227661,2.31962973,2.79088275,14.0523234,,,,3.80819042,36.9721,14.77618458,338.84304386,,,,,,,,,,,,65.1015,295.851,1.63038333,64.4318,11.6273,64.4283,,19.51287906,394.425,,0.0035247,,,19.9338783,,,4.89115,,117.62448126,0.85502479,,,,23.92340059,1.72029544,,,,,,1.18024104,0.12820015,,315.36398294,,0.0463666,1.0451395,,,,,
01/1990,,,,,,,,,,,,,,,,,,,,,,0.00769797,,0.16998052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6402,,9.18638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/1990,,,,,,,,,,,,,,,,,,,,,,0.00677422,,0.15938799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5324,,8.28361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1990,,,,,7.24564104,45.06690218,416.23327886,353.5471878,,,,,,,,,,,,,,0.01405083,,0.16540095,,417.31958998,8.08401772,43.10843766,27.21235147,25.27843271,0.81771113,,3.92860219,0.86378848,0.02334218,0.27672845,0.00345292,3.00542136,1.54613052,7.57817338,,,,9.19314227,26.84,11.81568286,307.6034528,,,,,,,,,,,,50.0213,246.564,17.5329,51.4068,9.0484,51.3836,,31.63557333,347.207,,0.0232315,,,18.227,,,18.7055,,100.5731482,0.48454251,,,,30.58183429,0.94551897,,,,,,0.0582368,1.54749739,,278.19921267,,,1.08631112,,,,,
04/1990,,,,,,,,,,,,,,0.01178191,,,,,,,,0.00735764,,0.13712985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3091,,9.97473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1990,,,,,,,,,,,,,,0.04986701,,,,,,,,0.01134438,,0.14953696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4444,,11.9922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
