,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Iceland,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Advanced Economies: Slovak Republic,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Euro Area,AO: Imports: cif: Advanced Economies: Vatican,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Montserrat,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,AO: Imports: cif: Advanced Economies: San Marino,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Falkland Islands,AO: Imports: cif: European Union,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: Countries or Area Not Specified,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Honduras,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Curacao,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guyana,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Panama,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Nicaragua,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Mexico,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guatemala,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Ecuador,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Costa Rica,AO: Imports: cif: Other Countries Not Elsewhere Classified: North Korea,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Haiti,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominica,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AO: Imports: cif: Other Countries Not Elsewhere Classified: Cuba,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Western Hemisphere Not Specified,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Suriname,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Jamaica,"AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Uruguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Peru,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Paraguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: El Salvador,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AO: (DC)Imports: cif: Special Categories,AO: (DC)Imports: cif: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AO: (DC)Imports: cif: Oil Exporting Countries,AO: (DC)Imports: cif: Developing Countries: (Old)Western Hemisphere,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: APEC,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Greenland,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Grenada
05/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,14.971,,,,,,,,,,
06/1985,,,,,,0.99,,,0.0022,0.044,10.758,38.709,,0.319,0.264,0.99,11.33,0.231,20.79,,14.96,16.06,33.88,2.838,,0.77,8.25,51.48,,144.5422,,,,,,,,,,171.36127872,,,,,23.580425,,,1.87,,,,,7.04,0.55,8.8,333.18638394,0.484,71.63635894,237.9696,329.90399964,3.2823843,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,0.0112364,24.266,235.105,74.4895,7.04,74.5008,137.502,62.458,,,,
07/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,13.827,,,,,,,,,,
08/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,23.199,,,,,,,,,,
09/1985,,,,,,1.87,,,0.0022,,17.875,42.614,,,0.088,0.352,6.93,0.473,24.75,,17.49,24.09,47.52,2.189,,0.66,25.19,37.18,2.86,184.3512,,,,,,,,,,222.04675542,,,,2.09,23.580425,,,5.94,,,,,20.9,0.66,2.53,391.22507834,2.09,76.26675334,291.3779,387.94370058,3.28137777,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,0.0102299,21.67,280.403,87.2312,8.91,87.2415,175.441,71.5,,,,
10/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,11.143,,,,,,,,,,
11/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,,14.08,,,,,,,,,,
12/1985,,,,,,1.76,,,0.0022,0.231,38.841,50.512,,0.088,,0.495,16.28,1.364,25.52,,42.13,24.97,44.33,2.112,,1.43,14.63,17.38,1.1,236.3482,,,,,,,,,,276.41119373,,,,1.76,23.580425,,,3.08,,,,0.011,13.09,1.43,3.08,418.71691369,6.039,82.59128869,312.5452,415.43186595,3.28504774,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86014167,0.0138998,22.891,305.956,89.1664,8.03,89.1803,228.318,44.121,,,,
01/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,14.6625,,,,,,,,,,
02/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,15.1575,,,,,,,,,,
03/1986,,,,,,1.65,,,,,8.536,27.159,0.066,0.198,0.011,0.352,8.69,0.165,27.61,,13.86,15.07,23.65,1.408,,1.1,15.18,17.49,,136.312,,,,,,,,,,163.15998401,,,,2.97,17.874175,,,2.09,,,,0.011,8.58,0.22,1.65,270.77257118,3.96,58.18849618,194.7099,269.92531285,0.84725832,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,0.245173,8.17254,189.706,62.9472,18.7,63.1924,117.612,34.001,,,,
04/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7203,,,,,,5.95805833,,7.51584,,,,,,,,,,
05/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,5.95805833,,11.4505,,,,,,,,,,
06/1986,,,,,,2.86,,,0.0022,,8.481,21.692,0.055,0.022,,0.022,4.73,0.693,7.92,,17.05,10.45,50.49,1.738,,0.44,7.48,33.55,0.11,123.4442,,,,,,,,,,138.82135495,,,,,17.874175,,,1.98,,,,,3.52,0.66,0.33,243.22826418,0.044,43.84858918,181.5055,242.41894894,0.80931524,,,,,,,,,,,,,,,,,,,,,1.1275,,,,,,5.95805833,0.20723,13.678,176.145,49.0017,6.82,49.2089,116.624,42.724,,,,
07/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,10.3835,,,,,,,,,,
08/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,17.6985,,,,,,,,,,
09/1986,,,,,,2.42,,,,0.385,16.973,26.4,,,0.671,0.121,16.94,0.363,10.23,,11.99,10.45,40.48,1.254,,0.44,9.68,21.23,,120.175,,,,,,,,,,148.96232911,,,,0.11,17.874175,,,8.03,,,,0.011,6.93,0.11,1.21,247.0596569,1.738,40.2846819,188.9008,246.26565835,0.79399855,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,0.191913,1.25354,178.288,50.7056,2.42,50.8975,117.755,40.854,,,,
10/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,14.6845,,,,,,,,,,
11/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,,2.79354,,,,,,,,,,
12/1986,,,,,,0.88,,,0.0044,,15.411,25.817,,0.033,,0.385,4.4,1.21,15.95,,32.56,11.77,35.09,1.133,,0.44,17.05,19.14,,156.6004,,,,,,,,,,182.81012017,,,,,17.874175,,,31.13,,,,,1.43,0.11,11.55,296.58116983,2.486,34.07359483,244.6334,295.84494959,0.73622023,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95805833,0.134135,4.20154,212.623,65.9495,19.14,66.0836,137.46,55.176,,,,
01/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,11.4058,,,,,,,,,,
02/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,13.0333,,,,,,,,,,
03/1987,,,,,,0.33,0.264,,,,12.573,18.931,,1.012,1.573,0.143,2.31,0.319,17.05,,8.36,8.14,31.9,1.65,,0.11,11.33,37.62,0.22,114.532,,,,,,,,,,131.53289492,,,,2.42,3.813975,,,4.51,,,,0.011,6.82,0.33,0.77,242.8308544,11.638,58.2648794,180.752,242.0975778,0.7332766,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,0.243093,13.8627,175.692,63.0818,14.74,63.3249,99.792,61.215,,,,
04/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,14.9464,,,,,,,,,,
05/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,19.3961,,,,,,,,,,
06/1987,,,,,,0.44,,,0.0022,,14.399,22.99,,0.011,,0.143,4.84,0.396,18.26,,28.82,8.03,34.87,1.342,,0.22,17.49,23.32,0.11,136.9852,,,,,,,,,,162.26576835,,,,0.33,3.813975,,,5.61,,,,,4.4,1.65,24.09,292.34487447,0.407,67.85769947,220.6732,291.58039765,0.76447683,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,0.274293,23.3436,214.513,73.7434,9.24,74.0177,127.745,35.937,,,,
07/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,25.7675,,,,,,,,,,
08/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,24.3132,,,,,,,,,,
09/1987,,,,,,0.88,,,0.0022,0.143,20.691,31.042,,1.265,0.022,0.858,4.62,1.551,16.5,,12.43,15.18,33.55,2.816,,0.33,15.07,21.12,0.22,137.8102,,,,,,,,,,162.22030795,,,,,3.813975,,,1.21,,,,,4.4,0.44,1.98,284.86322775,1.309,86.70345275,194.3458,284.09032882,0.77289894,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,0.282715,25.7808,189.95,90.8163,5.94,91.0991,131.87,29.722,,,,
10/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,22.1489,,,,,,,,,,
11/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,,19.9225,,,,,,,,,,
12/1987,,,,,,2.64,,,,0.055,21.67,44.055,,0.033,0.605,1.705,10.89,0.759,39.93,,22.77,21.45,33.77,4.532,,0.44,9.02,21.78,1.43,205.128,,,,,,,,,,232.47542877,,,,12.32,3.813975,,,0.55,,,,0.176,9.35,0.77,3.96,384.71670931,19.514,109.61743431,271.2853,383.91795854,0.79875078,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271325,0.308567,23.0808,266.42,114.174,18.7,114.483,186.428,56.265,,,,
01/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26924629,,,,,,,,,,,,,,,,,,,,,1.40983333,,13.9008,,,,,,,,,,
02/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28179993,,,,,,,,,,,,,,,,,,,,,1.40983333,,13.4315,,,,,,,,,,
03/1988,,,,,,0.95976591,,,0.02155648,,11.605,31.845,,0.231,,0.066,5.06,0.869,33.55,,8.91,16.83,36.74,1.199,,0.33,14.41,29.26,,154.64855648,,,,,,,,,,178.61755648,,,,,4.2295,,,5.06,,,,,13.42,2.31,2.2,296.15891493,1.49494311,62.49239253,229.4370224,294.0368957,2.12201923,,,,,,0.29526855,,,,,,,,,,,,,,,,,,,,,1.40983333,1.23003,15.8961,223.377,67.3228,14.52,68.5529,140.129,53.351,,,,
04/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28052802,,,,,,,,,,,,,,,,,,,,,1.40983333,,17.8995,,,,,,,,,,
05/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30126917,,,,,,,,,,,,,,,,,,,,,1.40983333,,18.8061,,,,,,,,,,
06/1988,,,,,,2.86,0.55,,,1.1,20.152,43.318,,0.07999249,,1.177,6.93,1.232,33.11,,19.14,19.47,39.38,2.64,,0.11,15.18,28.49,,188.58699249,,,,,,,,,,217.56099249,,,,0.22,4.2295,,,10.45,,,,0.187,7.92,0.11,2.53,345.81314472,5.33652472,73.36215223,268.22149249,343.69112549,2.12201923,,,,,,0.28226583,,,,,,,,,,,,,,,,,,,,,1.40983333,1.23003,20.0772,254.906,85.4476,12.65,86.6777,175.937,56.7676,,,,
07/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26492995,,,,,,,,,,,,,,,,,,,,,1.40983333,,19.3742,,,,,,,,,,
08/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29168833,,,,,,,,,,,,,,,,,,,,,1.40983333,,22.4889,,,,,,,,,,
09/1988,,,,,,1.54,0.385,,,,18.227,50.05,0.044,0.01287328,,0.396,3.19,0.407,22.11,,22.11,17.6,37.07,1.023,,1.32,8.58,24.2,0.77,173.22987328,,,,,,,,,,187.34287328,,,,0.66,4.2295,,,11.88,,0.00007591,,0.077,5.06,1.1,3.41,323.20033212,7.38047735,84.50395885,234.46687328,321.07831289,2.12201923,,,,,,0.23647867,,,,,,,,,,,,,,,,,,,,,1.40983333,1.23003,20.9837,220.277,97.4639,4.29,98.694,168.94,52.4155,,,,
10/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24319962,,,,,,,,,,,,,,,,,,,,,1.40983333,,17.0158,,,,,,,,,,
11/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27466302,,,,,,,,,,,,,,,,,,,,,1.40983333,,19.0795,,,,,,,,,,
12/1988,,,,,,2.64,,,,,18.403,81.752,,3.52747064,0.06467532,0.605,18.37,0.594,27.06,,19.58,20.35,48.95,3.674,,0.33,13.31,29.15,0.88,227.22214595,,,,,,,,,,264.22614595,,,,1.87,4.2295,,,16.61,,0.00014623,,0.033,26.18,,2.86,431.15046333,19.98930687,85.39781738,341.52314595,429.02844411,2.12201923,,,,,,0.27096261,,,,,,,,,,,,,,,,,,,,,1.40983333,1.23003,19.2176,321.393,104.298,6.6,105.528,220.622,96.271,,,,
01/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06849371,,,,,,,,,,,,,,,,,,,,,1.63038333,,12.973,,,,,,,,,,
02/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06698345,,,,,,,,,,,,,,,,,,,,,1.63038333,,9.04577,,,,,,,,,,
03/1989,,,,,,1.76,,,,0.011,17.787,57.761,,0.00171291,,0.715,8.36,1.133,33.55,,16.17,17.6,37.62,2.2,,,13.97,24.7247,0.0795773,191.98471291,,,,,,,,,,217.69171291,,,,0.33,4.89115,,,2.31,,0.69365535,,,5.28,0.99,2.42,308.02661625,2.7693975,47.91247605,255.2229902,306.98147675,1.0451395,,,,,,0.07640502,,,,,,,,,,,,,,,,,,,,,1.63038333,0.0035247,14.8342,251.073,52.0585,10.78,52.0621,181.205,37.4429,,,,
04/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07647196,,,,,,,,,,,,,,,0.077,,,,,,1.63038333,,15.1316,,,,,,,,,,
05/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07935693,,,,,,,,,,,,,,,0.0484,,,,,,1.63038333,,15.0313,,,,,,,,,,
06/1989,,,,,,2.09,0.022,,0.15851008,,20.856,69.454,,1.86850984,0.00087363,3.927,7.39728735,1.925,22.99,,17.27,24.09,47.96,2.365,,0.22,7.26,23.0615,0.46490541,215.39489356,,,,,,,,,,234.54999473,,,,0.06501706,4.89115,,,4.07,,0.9004979,,0.011,3.85,0.55,1.1,343.5923272,13.03716316,69.10769089,269.59348631,342.5471877,1.0451395,,,,,,0.0827231,,,,,,,,,,,,,,,0.1496,,,,,,1.63038333,0.0035247,14.3299,262.915,75.783,6.6,75.7865,208.795,46.4506,,,,
07/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07248862,,,,,,,,,,,,,,,0.0374,,,,,,1.63038333,,17.1147,,,,,,,,,,
08/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0752591,,,,,,,,,,,,,,,,,,,,,1.63038333,,14.4983,,,,,,,,,,
09/1989,,,,,,1.87,,,0.00220726,0.00838851,15.246,95.97661121,,0.16062414,0.20805704,0.51764843,4.83618449,1.31240208,17.05,,10.12761069,30.47,42.79,0.847,,0.77,8.8,22.6424,0.64204427,226.17028831,,,,,,,,,,242.43016235,,,,,4.89115,,,3.868887,0.0781,1.10646765,,,4.29,2.60536191,2.75,353.21661355,13.03781389,67.67489868,280.65056488,352.17147405,1.0451395,,,,,,0.069823,,,,,,,,,,,,,,,0.1815,,,,,,1.63038333,0.0816247,13.965,274.262,73.9818,12.85152952,74.0634,213.319,48.076,,,,
10/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07705341,,,,,,,,,,,,,,,0.1166,,,,,,1.63038333,,12.9604,,,,,,,,,,
11/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07442394,,,,,,,,,,,,,,,,,,,,,1.63038333,,13.0787,,,,,,,,,,
12/1989,,,,,,3.51828133,0.2897428,,0.01770912,0.0463666,19.9338783,117.62448126,,6.20777103,0.0227661,0.85502479,2.57533284,1.72029544,23.92340059,,39.27192582,24.54481984,62.34019501,3.80819042,,1.10913202,14.77618458,36.9721,0.12820015,315.36398294,,,,,,,,,,338.84304386,,,,1.18024104,4.89115,,,1.2431474,,0.07346933,,,14.0523234,2.79088275,2.31962973,463.74825255,6.48601796,59.53958515,399.3175174,462.70311305,1.0451395,,,,,,0.07591778,,,,,,,,,,,,,,,,,,,,,1.63038333,0.0035247,11.6273,394.425,64.4283,19.51287906,64.4318,295.851,65.1015,,,,
01/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16998052,,,,,,,,,,,,,,,,,,0.00769797,,,0.6402,,9.18638,,,,,,,,,,
02/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15938799,,,,,,,,,,,,,,,,,,0.00677422,,,0.5324,,8.28361,,,,,,,,,,
03/1990,,,,,,0.86378848,,,,,18.227,100.5731482,,0.27672845,0.00345292,0.48454251,8.08401772,0.94551897,30.58183429,,25.27843271,27.21235147,43.10843766,9.19314227,,0.81771113,11.81568286,26.84,1.54749739,278.19921267,,,,,,,,,,307.6034528,,,,0.0582368,18.7055,,,3.92860219,,0.02334218,,,7.57817338,1.54613052,3.00542136,417.31958998,7.24564104,45.06690218,353.5471878,416.23327886,1.08631112,,,,,,0.16540095,,,,,,,,,,,,,,,,,,0.01405083,,,17.5329,0.0232315,9.0484,347.207,51.3836,31.63557333,51.4068,246.564,50.0213,,,,
04/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13712985,,,,,,,,,,,0.01178191,,,,,,,0.00735764,,,0.3091,,9.97473,,,,,,,,,,
05/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14953696,,,,,,,,,,,0.04986701,,,,,,,0.01134438,,,0.4444,,11.9922,,,,,,,,,,
06/1990,,,,,,2.60778135,,,,0.08546702,40.28260775,103.40647367,,0.53529984,0.34114305,0.01000429,5.79922666,0.15354659,17.55293235,,24.12637763,19.75846557,30.68766576,3.66304884,,0.7614009,13.86913928,48.51,0.41367096,250.51238303,,,,,,,,,,274.55129912,,,,11.93668071,3.245,,,5.12145626,,0.00158776,,0.13000075,7.06901937,4.6152991,25.29904667,423.46514674,12.30030734,52.33468529,367.88546145,422.2730039,1.19214283,,,,,,0.14479703,,,,,,,,,,,0.04409007,,,,,,,0.00734144,,,2.4915,0.0232315,9.87487,359.706,60.4907,13.05001221,60.514,237.462,81.2829,,,,
07/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16313137,,,,,,,,,,,0.56561741,,,,,,,0.00716317,,,,,12.0805,,,,,,,,,,
08/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19615122,,,,,,,,,,,,,,,1.3827,,,0.00726041,,,,,12.889,,,,,,,,,,
09/1990,,,,,,5.58176991,,,0.00239239,0.83384743,22.28991983,86.16518098,,0.43507902,0.03085459,1.72796503,5.90801635,0.30193553,27.24670387,,17.02303376,22.76900666,45.52165724,1.67538185,,0.94347279,12.20960209,28.49,0.20209697,243.63054361,,,,,,,,,,263.84086075,,,,0.41930497,,,,7.64911999,0.9999,0.0981815,,,8.9999519,2.42017579,5.526201,378.85175412,4.96691374,54.88154605,323.97020807,377.19957324,1.65218088,,,,,,0.21132054,,,,,,,,,,,,,,,,,,0.00943204,,,,1.02313,10.1383,309.996,67.833,19.47527744,68.8561,224.155,59.6163,,,,
